start_idx,end_idx,start_time,end_time,duration_candles,duration_hours,min_compression_ratio,mean_compression_ratio,vol_trend_ratio,mean_taker_buy_ratio,taker_drift,up_move_max,down_move_max,net_return_24h,outcome_category
300794,300801,2023-11-12 03:55:00+00:00,2023-11-12 04:30:00+00:00,8,0.67,0.6429,0.6871,0.9046,0.5628,-0.2309,0.0128,0.0036,-0.0002,CATEGORY_C_FALSE_OR_CHOP
300864,300869,2023-11-12 09:45:00+00:00,2023-11-12 10:10:00+00:00,6,0.5,0.3537,0.4232,0.7016,0.4524,0.0471,0.0097,0.0082,-0.0032,CATEGORY_C_FALSE_OR_CHOP
300886,300893,2023-11-12 11:35:00+00:00,2023-11-12 12:10:00+00:00,8,0.67,0.4093,0.4808,1.149,0.5031,-0.0314,0.009,0.0106,-0.0092,CATEGORY_C_FALSE_OR_CHOP
300986,300996,2023-11-12 19:55:00+00:00,2023-11-12 20:45:00+00:00,11,0.92,0.4322,0.5252,0.8616,0.4967,0.0891,0.0078,0.016,-0.0074,CATEGORY_C_FALSE_OR_CHOP
301157,301163,2023-11-13 10:10:00+00:00,2023-11-13 10:40:00+00:00,7,0.58,0.4999,0.5434,1.8447,0.4556,0.1657,0.0018,0.0209,-0.0143,CATEGORY_B_DOWNWARD_EXPANSION
301266,301281,2023-11-13 19:15:00+00:00,2023-11-13 20:30:00+00:00,16,1.33,0.4856,0.5948,1.0464,0.4664,-0.1198,0.0019,0.054,-0.0393,CATEGORY_B_DOWNWARD_EXPANSION
301359,301372,2023-11-14 03:00:00+00:00,2023-11-14 04:05:00+00:00,14,1.17,0.4123,0.5969,1.0703,0.5043,-0.1054,0.0082,0.0451,-0.0277,CATEGORY_B_DOWNWARD_EXPANSION
301658,301667,2023-11-15 03:55:00+00:00,2023-11-15 04:40:00+00:00,10,0.83,0.4083,0.4444,1.2602,0.508,0.0062,0.0705,0.0007,0.0564,CATEGORY_A_UPWARD_EXPANSION
301671,301682,2023-11-15 05:00:00+00:00,2023-11-15 05:55:00+00:00,12,1.0,0.2678,0.3554,0.8762,0.5063,0.0934,0.0669,0.0022,0.0521,CATEGORY_A_UPWARD_EXPANSION
301686,301691,2023-11-15 06:15:00+00:00,2023-11-15 06:40:00+00:00,6,0.5,0.3229,0.3401,1.094,0.5446,0.2154,0.0675,0.0008,0.0528,CATEGORY_A_UPWARD_EXPANSION
302024,302030,2023-11-16 10:25:00+00:00,2023-11-16 10:55:00+00:00,7,0.58,0.248,0.4119,0.8104,0.4281,0.0022,0.0068,0.0481,-0.0249,CATEGORY_B_DOWNWARD_EXPANSION
302187,302193,2023-11-17 00:00:00+00:00,2023-11-17 00:30:00+00:00,7,0.58,0.5628,0.5818,0.9395,0.4606,0.1022,0.0157,0.0102,0.0072,CATEGORY_C_FALSE_OR_CHOP
302262,302274,2023-11-17 06:15:00+00:00,2023-11-17 07:15:00+00:00,13,1.08,0.4779,0.5479,1.0632,0.4678,-0.1348,0.0135,0.0124,-0.0002,CATEGORY_C_FALSE_OR_CHOP
302302,302307,2023-11-17 09:35:00+00:00,2023-11-17 10:00:00+00:00,6,0.5,0.5977,0.6023,1.3998,0.4724,-0.0258,0.0142,0.0117,0.0032,CATEGORY_C_FALSE_OR_CHOP
302329,302335,2023-11-17 11:50:00+00:00,2023-11-17 12:20:00+00:00,7,0.58,0.4182,0.4493,1.1738,0.4032,-0.0411,0.0152,0.0107,0.0057,CATEGORY_C_FALSE_OR_CHOP
302447,302455,2023-11-17 21:40:00+00:00,2023-11-17 22:20:00+00:00,9,0.75,0.4242,0.5133,0.9763,0.5181,0.0979,0.0099,0.0084,-0.0002,CATEGORY_C_FALSE_OR_CHOP
302490,302512,2023-11-18 01:15:00+00:00,2023-11-18 03:05:00+00:00,23,1.92,0.195,0.3461,0.7613,0.4599,-0.0177,0.0124,0.0059,0.0016,CATEGORY_C_FALSE_OR_CHOP
302520,302525,2023-11-18 03:45:00+00:00,2023-11-18 04:10:00+00:00,6,0.5,0.3258,0.3471,0.7645,0.5454,-0.0392,0.0123,0.006,0.0032,CATEGORY_C_FALSE_OR_CHOP
302550,302555,2023-11-18 06:15:00+00:00,2023-11-18 06:40:00+00:00,6,0.5,0.3017,0.328,1.4015,0.4371,0.017,0.0144,0.0039,0.0083,CATEGORY_C_FALSE_OR_CHOP
302563,302568,2023-11-18 07:20:00+00:00,2023-11-18 07:45:00+00:00,6,0.5,0.4562,0.4886,0.9125,0.4871,0.0224,0.0137,0.0002,0.007,CATEGORY_C_FALSE_OR_CHOP
302586,302595,2023-11-18 09:15:00+00:00,2023-11-18 10:00:00+00:00,10,0.83,0.2148,0.3153,0.9406,0.4079,0.0722,0.0122,0.0015,0.0063,CATEGORY_C_FALSE_OR_CHOP
302691,302700,2023-11-18 18:00:00+00:00,2023-11-18 18:45:00+00:00,10,0.83,0.4959,0.5493,0.8975,0.499,0.0618,0.006,0.0081,0.0037,CATEGORY_C_FALSE_OR_CHOP
302818,302834,2023-11-19 04:35:00+00:00,2023-11-19 05:55:00+00:00,17,1.42,0.3884,0.4524,0.9556,0.4594,-0.0393,0.0271,0.0035,0.017,CATEGORY_A_UPWARD_EXPANSION
302869,302874,2023-11-19 08:50:00+00:00,2023-11-19 09:15:00+00:00,6,0.5,0.5602,0.6576,0.8508,0.481,0.1295,0.0248,0.0057,0.0152,CATEGORY_A_UPWARD_EXPANSION
303107,303114,2023-11-20 04:40:00+00:00,2023-11-20 05:15:00+00:00,8,0.67,0.4398,0.4615,1.1663,0.4771,-0.1489,0.0153,0.0136,0.0056,CATEGORY_C_FALSE_OR_CHOP
303339,303345,2023-11-21 00:00:00+00:00,2023-11-21 00:30:00+00:00,7,0.58,0.2718,0.3704,0.7571,0.4822,0.0144,0.004,0.0498,-0.0364,CATEGORY_B_DOWNWARD_EXPANSION
303386,303400,2023-11-21 03:55:00+00:00,2023-11-21 05:05:00+00:00,15,1.25,0.24,0.3146,1.1122,0.4672,-0.0486,0.0038,0.0462,-0.0237,CATEGORY_B_DOWNWARD_EXPANSION
303417,303423,2023-11-21 06:30:00+00:00,2023-11-21 07:00:00+00:00,7,0.58,0.311,0.3296,0.5628,0.4194,-0.0363,0.0041,0.0459,-0.0213,CATEGORY_B_DOWNWARD_EXPANSION
303454,303461,2023-11-21 09:35:00+00:00,2023-11-21 10:10:00+00:00,8,0.67,0.2121,0.2689,0.7146,0.475,0.1403,0.0045,0.0455,-0.0185,CATEGORY_B_DOWNWARD_EXPANSION
303933,303940,2023-11-23 01:30:00+00:00,2023-11-23 02:05:00+00:00,8,0.67,0.6016,0.6404,0.6785,0.4131,-0.0222,0.0069,0.0141,-0.0013,CATEGORY_C_FALSE_OR_CHOP
303944,303951,2023-11-23 02:25:00+00:00,2023-11-23 03:00:00+00:00,8,0.67,0.5492,0.595,1.184,0.4198,0.0487,0.0091,0.0119,0.0018,CATEGORY_C_FALSE_OR_CHOP
303973,303978,2023-11-23 04:50:00+00:00,2023-11-23 05:15:00+00:00,6,0.5,0.5218,0.5373,1.0376,0.4386,0.0124,0.0081,0.0129,-0.0008,CATEGORY_C_FALSE_OR_CHOP
304137,304142,2023-11-23 18:30:00+00:00,2023-11-23 18:55:00+00:00,6,0.5,0.5813,0.6129,0.6239,0.5383,0.0816,0.0311,0.002,0.0125,CATEGORY_A_UPWARD_EXPANSION
304208,304214,2023-11-24 00:25:00+00:00,2023-11-24 00:55:00+00:00,7,0.58,0.7124,0.7301,0.7381,0.4464,-0.1496,0.03,0.0,0.0114,CATEGORY_A_UPWARD_EXPANSION
304230,304237,2023-11-24 02:15:00+00:00,2023-11-24 02:50:00+00:00,8,0.67,0.6074,0.6488,0.7614,0.4722,-0.0391,0.0269,0.0028,0.0109,CATEGORY_A_UPWARD_EXPANSION
304491,304506,2023-11-25 00:00:00+00:00,2023-11-25 01:15:00+00:00,16,1.33,0.2458,0.3175,0.7489,0.5071,-0.1211,0.0036,0.0043,-0.0011,CATEGORY_C_FALSE_OR_CHOP
304539,304546,2023-11-25 04:00:00+00:00,2023-11-25 04:35:00+00:00,8,0.67,0.3282,0.3473,1.1022,0.4619,0.038,0.0033,0.0046,-0.0008,CATEGORY_C_FALSE_OR_CHOP
304566,304572,2023-11-25 06:15:00+00:00,2023-11-25 06:45:00+00:00,7,0.58,0.15,0.1703,1.5614,0.478,-0.0622,0.0022,0.0057,-0.001,CATEGORY_C_FALSE_OR_CHOP
304639,304645,2023-11-25 12:20:00+00:00,2023-11-25 12:50:00+00:00,7,0.58,0.1864,0.2459,1.0092,0.4292,-0.1239,0.005,0.0091,-0.0032,CATEGORY_C_FALSE_OR_CHOP
304697,304704,2023-11-25 17:10:00+00:00,2023-11-25 17:45:00+00:00,8,0.67,0.3504,0.4381,0.5538,0.471,0.1937,0.0024,0.0171,-0.0138,CATEGORY_C_FALSE_OR_CHOP
304722,304728,2023-11-25 19:15:00+00:00,2023-11-25 19:45:00+00:00,7,0.58,0.5368,0.5832,0.6488,0.5417,-0.0652,0.0023,0.0172,-0.0129,CATEGORY_C_FALSE_OR_CHOP
304761,304766,2023-11-25 22:30:00+00:00,2023-11-25 22:55:00+00:00,6,0.5,0.7255,0.7774,0.6442,0.3597,-0.0846,0.0024,0.0152,-0.0019,CATEGORY_C_FALSE_OR_CHOP
304768,304773,2023-11-25 23:05:00+00:00,2023-11-25 23:30:00+00:00,6,0.5,0.6875,0.7193,0.6253,0.4747,-0.0697,0.0014,0.0162,-0.0073,CATEGORY_C_FALSE_OR_CHOP
304815,304827,2023-11-26 03:00:00+00:00,2023-11-26 04:00:00+00:00,13,1.08,0.307,0.4569,1.2716,0.3978,0.1602,0.0022,0.0154,-0.0112,CATEGORY_C_FALSE_OR_CHOP
305337,305342,2023-11-27 22:30:00+00:00,2023-11-27 22:55:00+00:00,6,0.5,0.5155,0.6281,0.9748,0.421,0.1332,0.0349,0.0058,0.021,CATEGORY_A_UPWARD_EXPANSION
305387,305392,2023-11-28 02:40:00+00:00,2023-11-28 03:05:00+00:00,6,0.5,0.4868,0.5732,0.7962,0.4367,-0.2343,0.032,0.0086,0.021,CATEGORY_A_UPWARD_EXPANSION
305679,305685,2023-11-29 03:00:00+00:00,2023-11-29 03:30:00+00:00,7,0.58,0.4205,0.4901,0.7796,0.4901,-0.201,0.0127,0.0105,-0.0021,CATEGORY_C_FALSE_OR_CHOP
305687,305701,2023-11-29 03:40:00+00:00,2023-11-29 04:50:00+00:00,15,1.25,0.4035,0.454,0.6576,0.345,-0.0701,0.0147,0.0085,0.0025,CATEGORY_C_FALSE_OR_CHOP
305785,305791,2023-11-29 11:50:00+00:00,2023-11-29 12:20:00+00:00,7,0.58,0.5421,0.5848,0.8701,0.4982,-0.048,0.0043,0.0148,-0.0062,CATEGORY_C_FALSE_OR_CHOP
305903,305920,2023-11-29 21:40:00+00:00,2023-11-29 23:05:00+00:00,18,1.5,0.4221,0.5442,1.3589,0.5296,-0.0264,0.0103,0.0068,-0.0017,CATEGORY_C_FALSE_OR_CHOP
306049,306064,2023-11-30 09:50:00+00:00,2023-11-30 11:05:00+00:00,16,1.33,0.4178,0.5294,1.4735,0.5257,-0.0209,0.0308,0.0046,0.0235,CATEGORY_A_UPWARD_EXPANSION
306138,306150,2023-11-30 17:15:00+00:00,2023-11-30 18:15:00+00:00,13,1.08,0.5177,0.5989,0.8934,0.4985,-0.0993,0.0336,0.0034,0.0295,CATEGORY_A_UPWARD_EXPANSION
306473,306480,2023-12-01 21:10:00+00:00,2023-12-01 21:45:00+00:00,8,0.67,0.5861,0.6894,0.8973,0.5144,0.0806,0.0213,0.0061,0.0183,CATEGORY_A_UPWARD_EXPANSION
306483,306488,2023-12-01 22:00:00+00:00,2023-12-01 22:25:00+00:00,6,0.5,0.6589,0.698,1.0172,0.4173,-0.3392,0.0238,0.0039,0.0167,CATEGORY_A_UPWARD_EXPANSION
306494,306500,2023-12-01 22:55:00+00:00,2023-12-01 23:25:00+00:00,7,0.58,0.5503,0.6062,0.8088,0.5334,-0.0321,0.0259,0.0019,0.0187,CATEGORY_A_UPWARD_EXPANSION
306515,306520,2023-12-02 00:40:00+00:00,2023-12-02 01:05:00+00:00,6,0.5,0.4861,0.5037,0.7183,0.476,-0.1469,0.026,0.0015,0.0203,CATEGORY_A_UPWARD_EXPANSION
306541,306551,2023-12-02 02:50:00+00:00,2023-12-02 03:40:00+00:00,11,0.92,0.2244,0.3254,1.3053,0.4509,-0.1661,0.025,0.0025,0.0147,CATEGORY_A_UPWARD_EXPANSION
306553,306559,2023-12-02 03:50:00+00:00,2023-12-02 04:20:00+00:00,7,0.58,0.2403,0.266,0.8781,0.4802,-0.043,0.0243,0.0032,0.0165,CATEGORY_A_UPWARD_EXPANSION
306610,306615,2023-12-02 08:35:00+00:00,2023-12-02 09:00:00+00:00,6,0.5,0.3302,0.4598,0.5958,0.4516,-0.1846,0.0259,0.0002,0.018,CATEGORY_A_UPWARD_EXPANSION
306630,306639,2023-12-02 10:15:00+00:00,2023-12-02 11:00:00+00:00,10,0.83,0.3082,0.3804,0.7263,0.3414,0.0295,0.0253,0.0009,0.0204,CATEGORY_A_UPWARD_EXPANSION
306641,306646,2023-12-02 11:10:00+00:00,2023-12-02 11:35:00+00:00,6,0.5,0.2473,0.2674,0.5881,0.4731,0.1519,0.0257,0.0005,0.0205,CATEGORY_A_UPWARD_EXPANSION
306648,306653,2023-12-02 11:45:00+00:00,2023-12-02 12:10:00+00:00,6,0.5,0.2399,0.2855,0.7257,0.3781,0.099,0.025,0.0012,0.0185,CATEGORY_A_UPWARD_EXPANSION
306711,306722,2023-12-02 17:00:00+00:00,2023-12-02 17:55:00+00:00,12,1.0,0.2977,0.5432,0.8266,0.4888,0.0325,0.027,0.0005,0.0189,CATEGORY_A_UPWARD_EXPANSION
306886,306891,2023-12-03 07:35:00+00:00,2023-12-03 08:00:00+00:00,6,0.5,0.3618,0.3759,1.2345,0.4975,-0.0611,0.0576,0.0024,0.051,CATEGORY_A_UPWARD_EXPANSION
307019,307025,2023-12-03 18:40:00+00:00,2023-12-03 19:10:00+00:00,7,0.58,0.3451,0.3802,1.412,0.4174,-0.218,0.0666,0.0023,0.0582,CATEGORY_A_UPWARD_EXPANSION
307335,307345,2023-12-04 21:00:00+00:00,2023-12-04 21:50:00+00:00,11,0.92,0.456,0.5668,1.0614,0.5189,0.0303,0.0541,0.013,0.0504,CATEGORY_A_UPWARD_EXPANSION
307399,307414,2023-12-05 02:20:00+00:00,2023-12-05 03:35:00+00:00,16,1.33,0.3241,0.4306,0.9198,0.5233,0.026,0.0638,0.0097,0.046,CATEGORY_A_UPWARD_EXPANSION
307423,307430,2023-12-05 04:20:00+00:00,2023-12-05 04:55:00+00:00,8,0.67,0.3705,0.4485,1.0464,0.4788,0.0443,0.0649,0.0087,0.0467,CATEGORY_A_UPWARD_EXPANSION
307440,307445,2023-12-05 05:45:00+00:00,2023-12-05 06:10:00+00:00,6,0.5,0.4015,0.5169,1.4184,0.5026,-0.1293,0.0615,0.0118,0.0399,CATEGORY_A_UPWARD_EXPANSION
307484,307499,2023-12-05 09:25:00+00:00,2023-12-05 10:40:00+00:00,16,1.33,0.2966,0.3807,1.0057,0.4889,-0.0912,0.0678,0.0024,0.0613,CATEGORY_A_UPWARD_EXPANSION
307823,307829,2023-12-06 13:40:00+00:00,2023-12-06 14:10:00+00:00,7,0.58,0.3969,0.4912,0.9982,0.5222,0.0166,0.0038,0.0293,-0.0181,CATEGORY_B_DOWNWARD_EXPANSION
307877,307894,2023-12-06 18:10:00+00:00,2023-12-06 19:35:00+00:00,18,1.5,0.2849,0.5135,1.0311,0.4991,0.045,0.0025,0.027,-0.0196,CATEGORY_B_DOWNWARD_EXPANSION
307946,307957,2023-12-06 23:55:00+00:00,2023-12-07 00:50:00+00:00,12,1.0,0.4332,0.5607,0.715,0.4773,0.0639,0.004,0.024,-0.0113,CATEGORY_B_DOWNWARD_EXPANSION
307959,307965,2023-12-07 01:00:00+00:00,2023-12-07 01:30:00+00:00,7,0.58,0.4421,0.4662,1.1549,0.4584,-0.0751,0.003,0.0249,-0.0116,CATEGORY_B_DOWNWARD_EXPANSION
307969,307979,2023-12-07 01:50:00+00:00,2023-12-07 02:40:00+00:00,11,0.92,0.2031,0.2477,0.6889,0.4414,0.0122,0.0019,0.026,-0.0104,CATEGORY_B_DOWNWARD_EXPANSION
307989,307994,2023-12-07 03:30:00+00:00,2023-12-07 03:55:00+00:00,6,0.5,0.319,0.3892,1.4087,0.4182,-0.1692,0.0027,0.0252,-0.0128,CATEGORY_B_DOWNWARD_EXPANSION
308251,308259,2023-12-08 01:20:00+00:00,2023-12-08 02:00:00+00:00,9,0.75,0.4705,0.5257,0.8991,0.5187,0.0071,0.0296,0.0077,0.0172,CATEGORY_A_UPWARD_EXPANSION
308300,308308,2023-12-08 05:25:00+00:00,2023-12-08 06:05:00+00:00,9,0.75,0.3035,0.346,0.8899,0.5302,0.1243,0.0289,0.0083,0.0204,CATEGORY_A_UPWARD_EXPANSION
308467,308473,2023-12-08 19:20:00+00:00,2023-12-08 19:50:00+00:00,7,0.58,0.5443,0.597,1.675,0.4424,0.0016,0.0176,0.0047,0.0003,CATEGORY_C_FALSE_OR_CHOP
308548,308559,2023-12-09 02:05:00+00:00,2023-12-09 03:00:00+00:00,12,1.0,0.5137,0.5644,0.7811,0.4862,-0.0048,0.0048,0.0127,-0.0091,CATEGORY_C_FALSE_OR_CHOP
308561,308567,2023-12-09 03:10:00+00:00,2023-12-09 03:40:00+00:00,7,0.58,0.511,0.5238,0.6638,0.4578,-0.1379,0.0038,0.0137,-0.0083,CATEGORY_C_FALSE_OR_CHOP
308601,308606,2023-12-09 06:30:00+00:00,2023-12-09 06:55:00+00:00,6,0.5,0.4235,0.4442,1.2466,0.35,0.0598,0.0014,0.0139,-0.0065,CATEGORY_C_FALSE_OR_CHOP
308759,308766,2023-12-09 19:40:00+00:00,2023-12-09 20:15:00+00:00,8,0.67,0.3851,0.4239,1.5602,0.3904,0.0971,0.0047,0.0067,-0.0012,CATEGORY_C_FALSE_OR_CHOP
308817,308823,2023-12-10 00:30:00+00:00,2023-12-10 01:00:00+00:00,7,0.58,0.5416,0.5674,0.8805,0.5509,0.0828,0.006,0.0053,-0.0053,CATEGORY_C_FALSE_OR_CHOP
308950,308964,2023-12-10 11:35:00+00:00,2023-12-10 12:45:00+00:00,15,1.25,0.3554,0.4938,1.1654,0.5094,-0.047,0.0057,0.0776,-0.0361,CATEGORY_B_DOWNWARD_EXPANSION
309012,309017,2023-12-10 16:45:00+00:00,2023-12-10 17:10:00+00:00,6,0.5,0.4961,0.5467,0.6537,0.4473,0.0084,0.0048,0.0784,-0.0491,CATEGORY_B_DOWNWARD_EXPANSION
309419,309430,2023-12-12 02:40:00+00:00,2023-12-12 03:35:00+00:00,12,1.0,0.4403,0.5538,0.938,0.5253,-0.0553,0.0064,0.0306,-0.0214,CATEGORY_B_DOWNWARD_EXPANSION
309432,309437,2023-12-12 03:45:00+00:00,2023-12-12 04:10:00+00:00,6,0.5,0.4316,0.4603,0.9014,0.4798,-0.0572,0.0094,0.0277,-0.0232,CATEGORY_B_DOWNWARD_EXPANSION
309509,309520,2023-12-12 10:10:00+00:00,2023-12-12 11:05:00+00:00,12,1.0,0.3619,0.4555,0.8626,0.4558,0.0577,0.0066,0.0297,-0.0144,CATEGORY_B_DOWNWARD_EXPANSION
309738,309743,2023-12-13 05:15:00+00:00,2023-12-13 05:40:00+00:00,6,0.5,0.4578,0.4939,1.2626,0.5002,-0.1399,0.0619,0.0035,0.0443,CATEGORY_A_UPWARD_EXPANSION
309745,309755,2023-12-13 05:50:00+00:00,2023-12-13 06:40:00+00:00,11,0.92,0.3009,0.3919,0.8131,0.4597,-0.1324,0.062,0.0034,0.0489,CATEGORY_A_UPWARD_EXPANSION
309773,309782,2023-12-13 08:10:00+00:00,2023-12-13 08:55:00+00:00,10,0.83,0.4331,0.505,0.7832,0.5116,0.0497,0.0535,0.0076,0.0362,CATEGORY_A_UPWARD_EXPANSION
309784,309789,2023-12-13 09:05:00+00:00,2023-12-13 09:30:00+00:00,6,0.5,0.4754,0.5121,0.7522,0.3517,0.1501,0.0551,0.0061,0.0384,CATEGORY_A_UPWARD_EXPANSION
309978,309983,2023-12-14 01:15:00+00:00,2023-12-14 01:40:00+00:00,6,0.5,0.4763,0.599,0.8772,0.4456,0.0749,0.0147,0.0325,0.0042,CATEGORY_B_DOWNWARD_EXPANSION
310027,310032,2023-12-14 05:20:00+00:00,2023-12-14 05:45:00+00:00,6,0.5,0.2844,0.4058,0.8779,0.4542,-0.0225,0.0154,0.0319,-0.0036,CATEGORY_B_DOWNWARD_EXPANSION
310217,310224,2023-12-14 21:10:00+00:00,2023-12-14 21:45:00+00:00,8,0.67,0.3285,0.3742,0.8527,0.4289,0.0046,0.0045,0.0307,-0.0196,CATEGORY_B_DOWNWARD_EXPANSION
310270,310275,2023-12-15 01:35:00+00:00,2023-12-15 02:00:00+00:00,6,0.5,0.3544,0.3941,0.8496,0.4234,0.1111,0.0011,0.0319,-0.021,CATEGORY_B_DOWNWARD_EXPANSION
310282,310288,2023-12-15 02:35:00+00:00,2023-12-15 03:05:00+00:00,7,0.58,0.456,0.4865,1.081,0.452,-0.1907,0.0041,0.0291,-0.0165,CATEGORY_B_DOWNWARD_EXPANSION
310475,310483,2023-12-15 18:40:00+00:00,2023-12-15 19:20:00+00:00,9,0.75,0.6307,0.6669,0.7661,0.5282,-0.1905,0.0161,0.0105,0.0095,CATEGORY_C_FALSE_OR_CHOP
310596,310601,2023-12-16 04:45:00+00:00,2023-12-16 05:10:00+00:00,6,0.5,0.4455,0.4624,0.9048,0.4719,-0.0293,0.0111,0.0093,-0.0053,CATEGORY_C_FALSE_OR_CHOP
310661,310670,2023-12-16 10:10:00+00:00,2023-12-16 10:55:00+00:00,10,0.83,0.4256,0.4667,0.746,0.5361,-0.0179,0.011,0.0142,-0.0074,CATEGORY_C_FALSE_OR_CHOP
311345,311354,2023-12-18 19:10:00+00:00,2023-12-18 19:55:00+00:00,10,0.83,0.4794,0.5248,0.7473,0.4262,0.1022,0.0431,0.003,0.0154,CATEGORY_A_UPWARD_EXPANSION
311441,311456,2023-12-19 03:10:00+00:00,2023-12-19 04:25:00+00:00,16,1.33,0.3529,0.5056,1.0393,0.4735,0.0762,0.0054,0.0284,-0.01,CATEGORY_B_DOWNWARD_EXPANSION
311464,311472,2023-12-19 05:05:00+00:00,2023-12-19 05:45:00+00:00,9,0.75,0.3127,0.5155,0.9031,0.4045,-0.0546,0.0084,0.0256,-0.005,CATEGORY_B_DOWNWARD_EXPANSION
311543,311549,2023-12-19 11:40:00+00:00,2023-12-19 12:10:00+00:00,7,0.58,0.469,0.5734,1.0499,0.4418,0.0678,0.0006,0.028,-0.0053,CATEGORY_B_DOWNWARD_EXPANSION
311661,311666,2023-12-19 21:30:00+00:00,2023-12-19 21:55:00+00:00,6,0.5,0.426,0.5447,1.2082,0.5672,0.01,0.0415,0.0073,0.0221,CATEGORY_A_UPWARD_EXPANSION
311728,311735,2023-12-20 03:05:00+00:00,2023-12-20 03:40:00+00:00,8,0.67,0.4384,0.5004,1.0806,0.4238,-0.0623,0.0444,0.001,0.0275,CATEGORY_A_UPWARD_EXPANSION
311975,311982,2023-12-20 23:40:00+00:00,2023-12-21 00:15:00+00:00,8,0.67,0.3938,0.5488,1.3115,0.4882,-0.1108,0.0159,0.006,0.0071,CATEGORY_C_FALSE_OR_CHOP
312025,312033,2023-12-21 03:50:00+00:00,2023-12-21 04:30:00+00:00,9,0.75,0.4585,0.5715,1.0996,0.5296,-0.0594,0.0133,0.0069,0.0095,CATEGORY_C_FALSE_OR_CHOP
312035,312046,2023-12-21 04:40:00+00:00,2023-12-21 05:35:00+00:00,12,1.0,0.3623,0.4189,1.2035,0.449,0.0371,0.0152,0.005,0.0141,CATEGORY_C_FALSE_OR_CHOP
312224,312237,2023-12-21 20:25:00+00:00,2023-12-21 21:30:00+00:00,14,1.17,0.5007,0.6012,0.7424,0.5057,-0.0056,0.0131,0.0094,-0.0017,CATEGORY_C_FALSE_OR_CHOP
312254,312260,2023-12-21 22:55:00+00:00,2023-12-21 23:25:00+00:00,7,0.58,0.6185,0.6477,0.8062,0.4289,0.0341,0.0113,0.0111,0.0015,CATEGORY_C_FALSE_OR_CHOP
312262,312269,2023-12-21 23:35:00+00:00,2023-12-22 00:10:00+00:00,8,0.67,0.4081,0.4261,1.0701,0.4701,0.0106,0.0139,0.0086,0.004,CATEGORY_C_FALSE_OR_CHOP
312271,312276,2023-12-22 00:20:00+00:00,2023-12-22 00:45:00+00:00,6,0.5,0.5985,0.6353,0.6412,0.4751,-0.2885,0.0125,0.01,0.0001,CATEGORY_C_FALSE_OR_CHOP
312309,312318,2023-12-22 03:30:00+00:00,2023-12-22 04:15:00+00:00,10,0.83,0.5398,0.6535,0.9664,0.4937,-0.046,0.0107,0.0145,-0.0115,CATEGORY_C_FALSE_OR_CHOP
312395,312401,2023-12-22 10:40:00+00:00,2023-12-22 11:10:00+00:00,7,0.58,0.564,0.6383,1.4091,0.4403,-0.0616,0.0086,0.0088,-0.0032,CATEGORY_C_FALSE_OR_CHOP
312507,312512,2023-12-22 20:00:00+00:00,2023-12-22 20:25:00+00:00,6,0.5,0.4677,0.5799,1.4556,0.4814,-0.1496,0.0081,0.0092,-0.0005,CATEGORY_C_FALSE_OR_CHOP
312519,312531,2023-12-22 21:00:00+00:00,2023-12-22 22:00:00+00:00,13,1.08,0.4936,0.6079,0.6108,0.5376,0.0481,0.0068,0.0105,0.0005,CATEGORY_C_FALSE_OR_CHOP
312619,312625,2023-12-23 05:20:00+00:00,2023-12-23 05:50:00+00:00,7,0.58,0.453,0.5178,1.3077,0.4243,-0.1121,0.0086,0.0035,-0.0016,CATEGORY_C_FALSE_OR_CHOP
312627,312640,2023-12-23 06:00:00+00:00,2023-12-23 07:05:00+00:00,14,1.17,0.4124,0.5193,1.3344,0.5272,0.0886,0.0068,0.0057,-0.0026,CATEGORY_C_FALSE_OR_CHOP
312765,312770,2023-12-23 17:30:00+00:00,2023-12-23 17:55:00+00:00,6,0.5,0.4916,0.6376,0.9412,0.4375,0.052,0.0046,0.0079,-0.0027,CATEGORY_C_FALSE_OR_CHOP
312941,312952,2023-12-24 08:10:00+00:00,2023-12-24 09:05:00+00:00,12,1.0,0.6649,0.7649,1.3793,0.4772,-0.141,0.0059,0.0253,-0.0103,CATEGORY_B_DOWNWARD_EXPANSION
312994,313003,2023-12-24 12:35:00+00:00,2023-12-24 13:20:00+00:00,10,0.83,0.6568,0.7832,1.1784,0.4669,-0.077,0.0044,0.0269,-0.0025,CATEGORY_B_DOWNWARD_EXPANSION
313191,313198,2023-12-25 05:00:00+00:00,2023-12-25 05:35:00+00:00,8,0.67,0.2714,0.3393,1.0503,0.6454,0.0795,0.0139,0.0127,-0.01,CATEGORY_C_FALSE_OR_CHOP
313412,313428,2023-12-25 23:25:00+00:00,2023-12-26 00:45:00+00:00,17,1.42,0.5292,0.5962,0.8236,0.4978,-0.0176,0.0014,0.0424,-0.0242,CATEGORY_B_DOWNWARD_EXPANSION
313471,313479,2023-12-26 04:20:00+00:00,2023-12-26 05:00:00+00:00,9,0.75,0.5026,0.5537,1.7472,0.5008,0.0505,0.0,0.0412,-0.0265,CATEGORY_B_DOWNWARD_EXPANSION
313566,313571,2023-12-26 12:15:00+00:00,2023-12-26 12:40:00+00:00,6,0.5,0.6859,0.6955,0.8646,0.6381,-0.0641,0.0113,0.0257,0.0019,CATEGORY_B_DOWNWARD_EXPANSION
