timeframe,timestamp_open,timestamp_close,datetime_open_utc,event_type,event_score,is_significant,close_price,return_simple,normalized_range,volume,volatility_realized,regime_during,event_id,global_event_id,pre_return_1h,pre_vol_mean_1h,pre_return_4h,pre_vol_mean_4h,pre_return_12h,pre_vol_mean_12h,pre_return_24h,pre_vol_mean_24h,pre_return_3d,pre_vol_mean_3d,pre_return_7d,pre_vol_mean_7d,post_return_1h,post_mfe_1h,post_mae_1h,post_return_4h,post_mfe_4h,post_mae_4h,post_return_12h,post_mfe_12h,post_mae_12h,post_return_24h,post_mfe_24h,post_mae_24h,post_return_3d,post_mfe_3d,post_mae_3d,post_return_7d,post_mfe_7d,post_mae_7d,outcome_classification
5m,1788270300000,1788270599999,2026-09-01 13:45:00+00:00,UPWARD_EXPANSION,0.9735,False,78100.74,0.0022681073866845924,0.0035849852382961443,166.98302,0.0017857321663218998,HIGH_VOLATILITY,5m_12,GEV_0001,0.00133,97.67,0.00201,52.23,-0.00532,50.27,-0.00686,49.23,-0.00686,49.23,-0.00686,49.23,0.00278,0.00414,-0.0031,-0.00858,0.00414,-0.01002,-0.01627,0.00414,-0.02152,-0.01279,0.00414,-0.02352,0.02001,0.05377,-0.02352,-0.00278,0.05377,-0.02352,FAILED_EXPANSION
5m,1788271500000,1788271799999,2026-09-01 14:05:00+00:00,UPWARD_EXPANSION,0.9691,False,78366.01,0.0029180424377381886,0.0038350810510831626,110.61689,0.0017498339284977534,HIGH_VOLATILITY,5m_13,GEV_0001,0.00808,112.39,0.0065,55.64,0.00065,51.9,-0.00349,50.18,-0.00349,50.18,-0.00349,50.18,-0.00732,0.00074,-0.00763,-0.01552,0.00074,-0.01563,-0.01661,0.00074,-0.02483,-0.01494,0.00074,-0.02682,0.01168,0.0502,-0.02682,-0.00357,0.0502,-0.02682,FAILED_EXPANSION
5m,1788274800000,1788275099999,2026-09-01 15:00:00+00:00,DOWNWARD_EXPANSION,0.9729,False,77844.59,-0.004137243390805012,0.004526583029083914,114.92079,0.0017437225973689387,HIGH_VOLATILITY,5m_14,GEV_0001,-0.00376,70.42,-0.00254,61.48,-0.0081,53.32,-0.01012,50.94,-0.01012,50.94,-0.01012,50.94,0.00084,0.00418,-0.0015,-0.00702,0.00418,-0.0183,-0.00476,0.00418,-0.0183,-0.00995,0.00418,-0.0203,0.01485,0.05723,-0.0203,0.00901,0.05723,-0.0203,EVENT_CONTINUATION
5m,1788288300000,1788288599999,2026-09-01 18:45:00+00:00,UPWARD_EXPANSION,0.9701,False,76782.91,0.0026887965461175334,0.004760825032549598,216.2831,0.0015199043812151607,TRENDING_DOWN,5m_15,GEV_0001,-0.00836,117.21,-0.0196,66.17,-0.02607,60.74,-0.02362,53.94,-0.02362,53.94,-0.02362,53.94,0.00673,0.0089,-0.00473,0.00706,0.00955,-0.00473,0.0106,0.01314,-0.00473,0.00804,0.01314,-0.00676,0.03674,0.07185,-0.00676,0.02028,0.07185,-0.00676,EVENT_CONTINUATION
5m,1788296100000,1788296399999,2026-09-01 20:55:00+00:00,COMPRESSION,0.1151,False,77448.45,0.0002668292611736067,0.0005322249831985167,11.77042,0.0007203694382112588,LOW_VOLATILITY_COMPRESSION,5m_16,GEV_0001,0.00176,22.63,-0.0019,55.21,-0.00558,56.85,-0.01515,51.74,-0.01515,51.74,-0.01515,51.74,-0.00306,0.00088,-0.00682,-0.00304,0.00245,-0.00682,-0.00767,0.00444,-0.00943,-0.00055,0.00444,-0.01529,0.02903,0.06264,-0.01529,0.01342,0.06264,-0.01529,COMPRESSION_REGIME
5m,1788306900000,1788307199999,2026-09-01 23:55:00+00:00,COMPRESSION,0.2347,False,77439.0,-0.0004321534562982121,0.0007036506153230961,24.82426,0.0007479152118798009,LOW_VOLATILITY_COMPRESSION,5m_17,GEV_0001,0.00213,27.4,0.00164,28.29,-0.00845,52.52,-0.01527,49.06,-0.01527,49.06,-0.01527,49.06,-0.00292,0.00094,-0.00396,0.00161,0.00456,-0.0093,-0.00788,0.00456,-0.01517,-0.00128,0.00456,-0.01517,0.02869,0.06277,-0.01517,0.01313,0.06277,-0.01517,COMPRESSION_REGIME
5m,1788307800000,1788308099999,2026-09-02 00:10:00+00:00,COMPRESSION,0.1648,False,77397.03,-3.83720930232645e-05,0.0006104885420021931,43.57062,0.0006779301241038071,LOW_VOLATILITY_COMPRESSION,5m_18,GEV_0001,0.00175,32.62,-0.00037,29.08,-0.00814,52.67,-0.01724,49.08,-0.01581,48.99,-0.01581,48.99,-0.00059,0.00084,-0.00342,-0.00027,0.0051,-0.00877,-0.00735,0.0051,-0.01464,-0.00291,0.0051,-0.01464,0.0294,0.06335,-0.01464,0.01708,0.06335,-0.01464,COMPRESSION_REGIME
5m,1788309900000,1788310199999,2026-09-02 00:45:00+00:00,COMPRESSION,0.1217,False,77244.09,0.00019137811797098614,0.0007219969838469723,19.50175,0.0006378902720122122,LOW_VOLATILITY_COMPRESSION,5m_19,GEV_0002,-0.00425,34.55,-0.00136,29.7,-0.00965,52.02,-0.01984,48.62,-0.01775,48.48,-0.01775,48.48,-0.00536,0.00166,-0.00536,0.00441,0.00709,-0.0068,-0.00629,0.00709,-0.01269,-0.00202,0.00709,-0.01269,0.03048,0.06545,-0.01269,0.01977,0.06545,-0.01269,COMPRESSION_REGIME
5m,1788310800000,1788311099999,2026-09-02 01:00:00+00:00,COMPRESSION,0.0918,False,77206.81,-8.34053740776941e-05,0.0005684731696595082,25.48436,0.0006055938341235847,LOW_VOLATILITY_COMPRESSION,5m_20,GEV_0002,-0.00314,29.08,-0.00226,30.0,-0.00827,51.66,-0.01906,48.39,-0.01823,48.2,-0.01823,48.2,-0.00279,0.00214,-0.00632,0.00362,0.00758,-0.00632,-0.00538,0.00758,-0.01221,-0.0012,0.00758,-0.01221,0.03105,0.06597,-0.01221,0.01946,0.06597,-0.01221,COMPRESSION_REGIME
5m,1788324300000,1788324599999,2026-09-02 04:45:00+00:00,COMPRESSION,0.0684,False,77584.62,-6.0575347225810816e-05,0.0005431488869830054,20.45223,0.0007101060168553454,LOW_VOLATILITY_COMPRESSION,5m_21,GEV_0003,-0.00071,32.16,0.00441,41.99,-2e-05,42.85,-0.01515,48.99,-0.01342,47.64,-0.01342,47.64,0.00222,0.00229,-0.00189,-0.00939,0.00234,-0.00942,-0.00377,0.00234,-0.01702,0.00068,0.00406,-0.01702,0.02546,0.06078,-0.01702,0.01992,0.06078,-0.01702,COMPRESSION_REGIME
5m,1788324600000,1788324899999,2026-09-02 04:50:00+00:00,COMPRESSION,0.1641,False,77550.0,-0.00044622246006997823,0.00044655061250811935,6.2732,0.0006992748413479467,LOW_VOLATILITY_COMPRESSION,5m_22,GEV_0003,-0.00054,28.98,0.00476,41.72,-0.00106,42.63,-0.01511,48.97,-0.01386,47.52,-0.01386,47.52,0.00219,0.00273,-0.00144,-0.00966,0.00279,-0.01036,-0.00367,0.00279,-0.01658,0.00306,0.00451,-0.01658,0.02576,0.06125,-0.01658,0.02093,0.06125,-0.01658,COMPRESSION_REGIME
5m,1788324900000,1788325199999,2026-09-02 04:55:00+00:00,COMPRESSION,0.0648,False,77561.82,0.00015241779497099373,0.00039568437151168355,9.98105,0.0006936716295186494,LOW_VOLATILITY_COMPRESSION,5m_23,GEV_0003,-2e-05,25.74,0.00451,41.53,-0.00044,42.53,-0.0148,48.93,-0.01371,47.41,-0.01371,47.41,0.00115,0.00258,-0.0016,-0.00912,0.00263,-0.01051,-0.00503,0.00263,-0.01673,0.00276,0.00436,-0.01673,0.02499,0.06109,-0.01673,0.02075,0.06109,-0.01673,COMPRESSION_REGIME
5m,1788325500000,1788325799999,2026-09-02 05:05:00+00:00,COMPRESSION,0.0688,False,77479.98,-7.782049946825076e-05,0.0007432887824699556,14.00535,0.0005049435461132607,LOW_VOLATILITY_COMPRESSION,5m_24,GEV_0003,0.00127,23.95,0.00325,41.53,-0.00102,42.45,-0.01839,48.55,-0.01475,47.27,-0.01475,47.27,0.00277,0.00364,-0.00054,-0.00573,0.00369,-0.00946,-0.00479,0.00369,-0.01569,0.00276,0.00542,-0.01569,0.02556,0.06221,-0.01569,0.02129,0.06221,-0.01569,COMPRESSION_REGIME
5m,1788330000000,1788330299999,2026-09-02 06:20:00+00:00,COMPRESSION,0.0609,False,77591.85,-2.4487047897148173e-06,0.0005574039026005952,24.09859,0.0006286198010954371,LOW_VOLATILITY_COMPRESSION,5m_25,GEV_0004,-0.00209,28.89,0.00443,33.98,0.00624,40.7,-0.01586,47.76,-0.01333,46.56,-0.01333,46.56,0.00054,0.00224,-0.00167,-0.01214,0.00224,-0.01427,-0.00179,0.00224,-0.01711,0.00201,0.00397,-0.01711,0.02619,0.06068,-0.01711,0.02109,0.06068,-0.01711,COMPRESSION_REGIME
5m,1788330900000,1788331199999,2026-09-02 06:35:00+00:00,COMPRESSION,0.1538,False,77538.94,0.00022548594931004473,0.0005442426734231483,29.0032,0.0006110688310131802,LOW_VOLATILITY_COMPRESSION,5m_26,GEV_0004,-0.00188,31.93,0.00413,33.7,0.01112,37.51,-0.01756,47.76,-0.014,46.47,-0.014,46.47,0.0008,0.00293,-0.0005,-0.01359,0.00293,-0.01366,-0.00284,0.00293,-0.01644,0.00304,0.00466,-0.01644,0.02807,0.0614,-0.01644,0.02153,0.0614,-0.01644,COMPRESSION_REGIME
5m,1788331500000,1788331799999,2026-09-02 06:45:00+00:00,COMPRESSION,0.1837,False,77597.06,-0.0002182595923415631,0.0005810787161265712,32.82799,0.0006413026494827197,LOW_VOLATILITY_COMPRESSION,5m_27,GEV_0004,-0.00205,36.54,0.00464,34.55,0.0106,36.05,-0.01574,47.81,-0.01326,46.49,-0.01326,46.49,-0.0004,0.00218,-0.00125,-0.01481,0.00218,-0.01529,-0.00253,0.00218,-0.01718,0.00305,0.0039,-0.01718,0.02666,0.06061,-0.01718,0.01994,0.06061,-0.01718,COMPRESSION_REGIME
5m,1788333900000,1788334199999,2026-09-02 07:25:00+00:00,COMPRESSION,0.1856,False,77598.0,-0.0004637143519592435,0.0005156060723213841,20.72349,0.0006025913321383973,LOW_VOLATILITY_COMPRESSION,5m_28,GEV_0004,0.00067,32.81,-0.00081,32.07,0.00304,33.5,-0.01502,47.83,-0.01325,46.09,-0.01325,46.09,-0.00451,0.00046,-0.00451,-0.01412,0.00046,-0.01719,-0.00553,0.00046,-0.01719,0.00459,0.00755,-0.01719,0.02731,0.06059,-0.01719,0.02164,0.06059,-0.01719,COMPRESSION_REGIME
5m,1788334500000,1788334799999,2026-09-02 07:35:00+00:00,COMPRESSION,0.2111,False,77600.93,0.00023884283033259734,0.0003356918531773828,45.15556,0.0005973901057245654,LOW_VOLATILITY_COMPRESSION,5m_29,GEV_0004,0.0008,32.79,-0.00066,30.62,0.00379,33.45,-0.01231,47.92,-0.01322,46.05,-0.01322,46.05,-0.00632,0.00039,-0.00672,-0.01144,0.00039,-0.01723,-0.00537,0.00039,-0.01723,0.00486,0.00751,-0.01723,0.02745,0.06055,-0.01723,0.02094,0.06055,-0.01723,COMPRESSION_REGIME
5m,1788356400000,1788356699999,2026-09-02 13:40:00+00:00,BREAKOUT_CANDIDATE,0.9965,True,77381.65,0.008624217935349288,0.008933384077491226,196.02673,0.002759958713681424,HIGH_VOLATILITY,5m_30,GEV_0005,0.00728,58.74,0.01069,64.11,0.00643,50.72,-0.00696,49.89,-0.016,49.04,-0.016,49.04,-0.00073,0.0014,-0.00869,-0.00094,0.00259,-0.00869,-0.0004,0.00259,-0.00869,0.01957,0.01996,-0.00869,0.02937,0.06356,-0.00869,0.0241,0.06356,-0.00869,FALSE_BREAKOUT_CANDIDATE
5m,1788356700000,1788356999999,2026-09-02 13:45:00+00:00,DOWNWARD_EXPANSION,0.9865,False,77102.0,-0.003613905880786916,0.004430624367720689,120.18733,0.002998855731809387,HIGH_VOLATILITY,5m_31,GEV_0005,0.00447,64.77,0.00558,65.21,0.00354,51.13,-0.01279,49.58,-0.01956,49.19,-0.01956,49.19,0.00158,0.00503,-0.00137,0.00367,0.00623,-0.00459,0.00294,0.00623,-0.00459,0.02242,0.02462,-0.00459,0.03363,0.06742,-0.00459,0.02859,0.06742,-0.00459,FAILED_EXPANSION
5m,1788363000000,1788363299999,2026-09-02 15:30:00+00:00,UPWARD_EXPANSION,0.9653,False,77294.0,0.0032980304237075764,0.0046056615002458825,82.31079,0.002026879594187412,HIGH_VOLATILITY,5m_32,GEV_0006,0.00109,59.53,0.0084,57.37,-0.00309,52.42,-0.00795,48.79,-0.01712,49.62,-0.01712,49.62,0.00306,0.00373,-0.00388,-0.002,0.00373,-0.00444,0.00531,0.00784,-0.00444,0.04621,0.04752,-0.00444,0.03133,0.06477,-0.00444,0.01705,0.06477,-0.00444,FAILED_EXPANSION
5m,1788374400000,1788374699999,2026-09-02 18:40:00+00:00,COMPRESSION,0.0722,False,77314.0,-6.479648407287097e-05,0.0005643221150115717,18.01892,0.0006187343213717132,LOW_VOLATILITY_COMPRESSION,5m_33,GEV_0007,7e-05,35.54,-0.00014,60.04,-0.00387,60.09,0.00962,48.28,-0.01686,50.32,-0.01686,50.32,-0.00108,0.00132,-0.00246,-0.00245,0.00266,-0.00376,0.00666,0.00758,-0.00448,0.04741,0.05247,-0.00448,0.0343,0.06449,-0.00448,0.01578,0.06449,-0.00448,COMPRESSION_REGIME
5m,1788375300000,1788375599999,2026-09-02 18:55:00+00:00,COMPRESSION,0.1033,False,77377.76,0.00022944671284297335,0.0005835009956350343,13.67971,0.0006277894191335929,LOW_VOLATILITY_COMPRESSION,5m_34,GEV_0007,-5e-05,30.03,0.00404,58.74,-0.00301,59.58,0.0029,47.06,-0.01605,50.11,-0.01605,50.11,-0.00047,0.00049,-0.00328,-0.00444,0.00184,-0.00458,0.00591,0.00675,-0.0053,0.0501,0.0516,-0.0053,0.03389,0.06361,-0.0053,0.0134,0.06361,-0.0053,COMPRESSION_REGIME
5m,1788375600000,1788375899999,2026-09-02 19:00:00+00:00,COMPRESSION,0.0875,False,77366.86,-0.00014086734999818606,0.0005581201046545383,14.50211,0.0006217155987989717,LOW_VOLATILITY_COMPRESSION,5m_35,GEV_0007,0.00013,29.96,0.00385,58.35,-0.00328,59.54,0.00089,46.87,-0.01619,50.04,-0.01619,50.04,0.0014,0.00142,-0.00314,-0.00283,0.00198,-0.00465,0.00999,0.01006,-0.00516,0.05254,0.05256,-0.00516,0.03314,0.06376,-0.00516,0.01325,0.06376,-0.00516,COMPRESSION_REGIME
5m,1788375900000,1788376199999,2026-09-02 19:05:00+00:00,COMPRESSION,0.1135,False,77388.69,0.0002821621557345111,0.0006353641598016228,8.93627,0.0005596093644655361,LOW_VOLATILITY_COMPRESSION,5m_36,GEV_0007,-0.00052,29.23,0.00698,54.08,-0.00331,59.38,0.00265,46.61,-0.01591,49.96,-0.01591,49.96,-1e-05,0.0017,-0.00342,-0.00223,0.0017,-0.00493,0.00798,0.01028,-0.00544,0.05018,0.05493,-0.00544,0.03315,0.06346,-0.00544,0.01297,0.06346,-0.00544,COMPRESSION_REGIME
5m,1788384300000,1788384599999,2026-09-02 21:25:00+00:00,COMPRESSION,0.1901,False,77283.48,-0.0004265585879127398,0.000704937200032865,7.62494,0.0006441055384964107,LOW_VOLATILITY_COMPRESSION,5m_37,GEV_0008,-0.00128,25.43,0.00238,28.4,0.00509,54.11,0.00123,46.17,-0.01725,48.81,-0.01725,48.81,-0.00335,0.00192,-0.00337,0.002,0.00206,-0.00408,0.00594,0.01165,-0.00408,0.05795,0.05831,-0.00408,0.03331,0.06491,-0.00408,0.01293,0.06491,-0.00408,COMPRESSION_REGIME
5m,1788384600000,1788384899999,2026-09-02 21:30:00+00:00,COMPRESSION,0.1717,False,77242.0,-0.0005367253130940108,0.0005371430051009197,10.22585,0.0005494466022759297,LOW_VOLATILITY_COMPRESSION,5m_38,GEV_0008,-0.00281,24.79,0.0005,28.19,0.00687,53.77,0.00255,46.15,-0.01778,48.74,-0.01778,48.74,-0.00199,0.00246,-0.00283,0.00356,0.00363,-0.00355,0.00655,0.01219,-0.00355,0.06273,0.06548,-0.00355,0.03379,0.06548,-0.00355,0.01214,0.06548,-0.00355,COMPRESSION_REGIME
5m,1788389400000,1788389699999,2026-09-02 22:50:00+00:00,COMPRESSION,0.1724,False,77040.93,-0.0002994912930173177,0.0006377129663414585,20.97824,0.0006386616907433358,LOW_VOLATILITY_COMPRESSION,5m_39,GEV_0009,-0.00368,15.75,-0.00412,23.92,0.00696,47.99,-0.00335,45.95,-0.02034,47.96,-0.02034,47.96,0.00313,0.00368,-0.00044,0.01064,0.01115,-0.00095,0.00875,0.01484,-0.00095,0.05316,0.06826,-0.00095,0.03586,0.06826,-0.00095,0.01193,0.06826,-0.00095,COMPRESSION_REGIME
5m,1788389700000,1788389999999,2026-09-02 22:55:00+00:00,COMPRESSION,0.0602,False,77034.03,-8.956278175764609e-05,0.00020744078947960954,6.03176,0.0006372034851223159,LOW_VOLATILITY_COMPRESSION,5m_40,GEV_0009,-0.00323,14.91,-0.00444,23.77,0.00461,46.41,-0.00311,45.79,-0.02042,47.89,-0.02042,47.89,0.00397,0.0044,-0.00035,0.01015,0.01124,-0.00086,0.00911,0.01493,-0.00086,0.0533,0.06836,-0.00086,0.0357,0.06836,-0.00086,0.01155,0.06836,-0.00086,COMPRESSION_REGIME
5m,1788402600000,1788402899999,2026-09-03 02:30:00+00:00,BREAKOUT_CANDIDATE,0.9609,False,77883.76,0.0036739031738559635,0.004262762866096861,107.21801,0.0015370110132960485,TRENDING_UP,5m_41,GEV_0010,0.00473,45.37,0.01031,30.22,0.00873,38.74,0.00786,44.95,-0.00962,46.81,-0.00962,46.81,-0.0023,0.00021,-0.00418,-0.00108,0.00021,-0.01005,0.02409,0.02554,-0.01005,0.03703,0.0567,-0.01005,0.02638,0.0567,-0.01005,0.00355,0.0567,-0.01005,FALSE_BREAKOUT_CANDIDATE
5m,1788426000000,1788426299999,2026-09-03 09:00:00+00:00,COMPRESSION,0.0731,False,77829.56,-0.00017702220896476106,0.00041822156003455387,7.97034,0.0006816984968132252,LOW_VOLATILITY_COMPRESSION,5m_42,GEV_0010,-0.00032,28.55,0.00097,42.72,0.00638,33.87,0.01081,44.92,-0.01031,45.9,-0.01031,45.9,-0.00229,0.00187,-0.0032,0.01,0.01225,-0.00452,0.04558,0.05089,-0.00452,0.0429,0.05744,-0.00452,0.02624,0.05744,-0.00452,0.00444,0.05744,-0.00452,COMPRESSION_REGIME
5m,1788427800000,1788428099999,2026-09-03 09:30:00+00:00,COMPRESSION,0.0939,False,77748.2,7.11321080173466e-05,0.0004524863598127419,23.94096,0.0005332467605012925,LOW_VOLATILITY_COMPRESSION,5m_43,GEV_0010,-0.00256,24.77,0.00523,39.3,0.00655,34.17,0.01347,44.09,-0.01134,45.73,-0.01134,45.73,-0.00311,0.00045,-0.00319,0.01121,0.01331,-0.00348,0.05581,0.05855,-0.00348,0.04288,0.05855,-0.00348,0.0286,0.05855,-0.00348,0.00478,0.05855,-0.00348,COMPRESSION_REGIME
5m,1788431100000,1788431399999,2026-09-03 10:25:00+00:00,COMPRESSION,0.1903,False,77630.96,-0.00024533158463202476,0.0006501272172854897,29.71713,0.0005886780488985466,LOW_VOLATILITY_COMPRESSION,5m_44,GEV_0010,-0.00144,31.73,-0.00151,37.32,0.00787,34.92,0.01383,42.42,-0.01283,45.55,-0.01283,45.55,0.00382,0.00423,-0.00197,0.02619,0.02638,-0.00197,0.0451,0.06014,-0.00197,0.0429,0.06014,-0.00197,0.03018,0.06014,-0.00197,0.00449,0.06014,-0.00197,COMPRESSION_REGIME
5m,1788436200000,1788436499999,2026-09-03 11:50:00+00:00,COMPRESSION,0.1116,False,77901.97,8.755358966516802e-05,0.0005974174979142837,23.37823,0.0004682630887336718,LOW_VOLATILITY_COMPRESSION,5m_45,GEV_0010,0.00241,32.88,0.00285,32.06,0.00802,37.1,0.01561,40.18,-0.00939,45.27,-0.00939,45.27,0.00833,0.00892,-9e-05,0.04324,0.04344,-9e-05,0.04356,0.05646,-9e-05,0.04334,0.05646,-9e-05,0.02588,0.05646,-9e-05,3e-05,0.05646,-0.00362,COMPRESSION_REGIME
5m,1788436800000,1788437099999,2026-09-03 12:00:00+00:00,COMPRESSION,0.1793,False,77940.0,-0.00010763532126834008,0.0006209905055169897,35.28775,0.0004916048977998374,LOW_VOLATILITY_COMPRESSION,5m_46,GEV_0010,0.00242,33.24,0.0011,31.48,0.00763,37.32,0.01586,39.96,-0.0089,45.23,-0.0089,45.23,0.00857,0.01081,-0.00056,0.03712,0.04401,-0.00056,0.04139,0.05594,-0.00056,0.04188,0.05594,-0.00056,0.02539,0.05594,-0.00056,-0.00205,0.05594,-0.00411,COMPRESSION_REGIME
5m,1788438300000,1788438599999,2026-09-03 12:25:00+00:00,COMPRESSION,0.1345,False,77970.09,-0.00024554669336451784,0.0004774907916612117,14.99847,0.0006422174878893487,LOW_VOLATILITY_COMPRESSION,5m_47,GEV_0010,0.00055,36.36,-0.00012,31.75,0.01213,37.72,0.01275,39.64,-0.00852,45.19,-0.00852,45.19,0.00673,0.01042,-0.00021,0.03586,0.04361,-0.00021,0.04076,0.05553,-0.00021,0.04322,0.05553,-0.00021,0.02568,0.05553,-0.00021,-0.00222,0.05553,-0.00449,COMPRESSION_REGIME
5m,1788438600000,1788438899999,2026-09-03 12:30:00+00:00,UPWARD_EXPANSION,0.9535,False,78292.0,0.004128634454571012,0.006085551525059994,240.26038,0.0013416621728600706,TRENDING_UP,5m_48,GEV_0010,0.00456,53.23,0.00442,36.1,0.01656,39.04,0.01794,40.38,-0.00443,45.46,-0.00443,45.46,0.00419,0.00627,-0.00411,0.03382,0.03932,-0.00411,0.03842,0.05119,-0.00411,0.0198,0.05119,-0.00411,0.02181,0.05119,-0.00411,-0.01176,0.05119,-0.01219,EVENT_CONTINUATION
5m,1788445200000,1788445499999,2026-09-03 14:20:00+00:00,BREAKOUT_CANDIDATE,0.9832,False,79376.0,0.004548665609167113,0.004632634549486005,183.44876,0.001636870122852985,TRENDING_UP,5m_49,GEV_0010,0.01,114.16,0.02223,69.01,0.02391,48.95,0.02737,43.63,0.00936,47.14,0.00936,47.14,0.01728,0.02004,-0.00453,0.02152,0.02513,-0.00453,0.01655,0.03684,-0.00453,-0.00068,0.03684,-0.00474,0.00341,0.03684,-0.00902,-0.02646,0.03684,-0.03401,EVENT_CONTINUATION
5m,1788445500000,1788445799999,2026-09-03 14:25:00+00:00,BREAKOUT_CANDIDATE,0.975,False,79664.01,0.0036284267284820704,0.003864103752748597,272.3766,0.0016831016661200864,TRENDING_UP,5m_50,GEV_0010,0.01489,132.63,0.02619,74.18,0.02662,50.53,0.0301,44.33,0.01302,47.44,0.01302,47.44,0.01355,0.01635,-0.00368,0.01612,0.02142,-0.00368,0.01321,0.03309,-0.00368,-0.00358,0.03309,-0.00834,0.0001,0.03309,-0.0126,-0.02998,0.03309,-0.03751,EVENT_CONTINUATION
5m,1788446700000,1788446999999,2026-09-03 14:45:00+00:00,UPWARD_EXPANSION,1.0,True,80360.0,0.007462948531631541,0.009202961672473904,501.17608,0.0024548786780001215,TRENDING_UP,5m_51,GEV_0010,0.0194,178.87,0.03585,92.76,0.03248,56.05,0.04061,47.46,0.02187,48.58,0.02187,48.58,0.00527,0.00796,-0.00746,0.00849,0.01257,-0.00746,0.00386,0.02414,-0.00746,-0.02069,0.02414,-0.02092,-0.00866,0.02414,-0.02115,-0.03776,0.02414,-0.04584,EVENT_CONTINUATION
5m,1788447300000,1788447599999,2026-09-03 14:55:00+00:00,BREAKOUT_CANDIDATE,0.9903,True,80549.97,0.003670532284498318,0.0053386736208591865,272.48028,0.0025745692214322506,TRENDING_UP,5m_52,GEV_0010,0.02168,197.72,0.0362,101.44,0.03513,58.7,0.0452,48.94,0.02429,49.1,0.02429,49.1,0.00991,0.01018,-0.0052,0.00874,0.01018,-0.0052,0.0035,0.02173,-0.0052,-0.02029,0.02173,-0.02346,-0.0125,0.02173,-0.02346,-0.03896,0.02173,-0.04809,EVENT_CONTINUATION
5m,1788447600000,1788447899999,2026-09-03 15:00:00+00:00,UPWARD_EXPANSION,0.9866,False,80812.96,0.0032649298317555253,0.0058484431210044105,461.50086,0.0025851141625122653,TRENDING_UP,5m_53,GEV_0010,0.02424,228.85,0.03937,110.3,0.03988,61.79,0.04856,50.42,0.02763,49.65,0.02763,49.65,0.00025,0.0069,-0.00567,0.00765,0.00767,-0.00567,0.00092,0.0184,-0.00567,-0.02243,0.0184,-0.02664,-0.01571,0.0184,-0.02664,-0.04364,0.0184,-0.05119,EVENT_CONTINUATION
5m,1788447900000,1788448199999,2026-09-03 15:05:00+00:00,DOWNWARD_EXPANSION,0.9734,False,80586.96,-0.002796581142430643,0.004139875731756048,757.38744,0.0028740859956621393,TRENDING_UP,5m_54,GEV_0010,0.02164,278.99,0.03565,125.24,0.03692,66.65,0.0486,52.29,0.02476,50.58,0.02476,50.58,0.0049,0.00972,-0.00288,0.0085,0.01307,-0.00288,0.00473,0.02126,-0.00288,-0.01723,0.02126,-0.02391,-0.01315,0.02126,-0.02391,-0.04026,0.02126,-0.04853,FAILED_EXPANSION
5m,1788450600000,1788450899999,2026-09-03 15:50:00+00:00,BREAKOUT_CANDIDATE,0.9875,False,81270.64,0.0060295691387664,0.006244321442528272,359.94659,0.00243078456178959,TRENDING_UP,5m_55,GEV_0010,0.01265,257.95,0.04324,152.25,0.04539,75.87,0.05239,56.18,0.03345,52.13,0.03345,52.13,-0.00369,0.00123,-0.00809,0.00518,0.0059,-0.00809,-0.00416,0.01267,-0.00809,-0.02264,0.01267,-0.03212,-0.01986,0.01267,-0.03212,-0.05073,0.01267,-0.05653,EVENT_CONTINUATION
5m,1788451200000,1788451499999,2026-09-03 16:00:00+00:00,DOWNWARD_EXPANSION,0.991,True,80832.88,-0.006332300732654672,0.007142019435655363,229.61398,0.0029444831799932216,TRENDING_UP,5m_56,GEV_0010,0.00025,252.75,0.03712,159.84,0.0397,78.6,0.04576,57.34,0.02788,52.55,0.02788,52.55,0.00182,0.00652,-0.00271,0.00967,0.01184,-0.00271,0.00028,0.01815,-0.00271,-0.01753,0.01815,-0.02688,-0.01518,0.01815,-0.02688,-0.04618,0.01815,-0.05142,FAILED_EXPANSION
5m,1788471000000,1788471299999,2026-09-03 21:30:00+00:00,UPWARD_EXPANSION,0.9727,False,82087.18,0.003977153200753314,0.006554129402423068,582.51961,0.0017207792110395274,TRENDING_UP,5m_57,GEV_0010,0.00771,94.89,0.01197,72.66,0.05581,96.28,0.06273,65.37,0.04383,54.54,0.04383,54.54,-0.01294,0.00259,-0.0144,-0.01558,0.00259,-0.01585,-0.01225,0.00259,-0.0193,-0.02805,0.00259,-0.04175,-0.02652,0.00259,-0.04175,-0.05915,0.00259,-0.06592,FAILED_EXPANSION
5m,1788493200000,1788493499999,2026-09-04 03:40:00+00:00,COMPRESSION,0.212,False,80873.69,0.0004167491340920648,0.0007255758949541317,29.83471,0.0007260643979458188,LOW_VOLATILITY_COMPRESSION,5m_58,GEV_0011,0.00161,39.59,-0.00444,43.15,0.00015,66.57,0.04124,69.41,0.02641,54.66,0.0284,53.9,0.00205,0.00512,-0.00071,-0.00128,0.00512,-0.00372,-0.01673,0.00679,-0.02737,-0.01547,0.00679,-0.02737,-0.01535,0.00679,-0.02737,-0.04945,0.00679,-0.05453,COMPRESSION_REGIME
